,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
81,26791,365,,,500000.0,,,,,Prime retail shop for rent on Queen's Road Central,Prime retail shop for rent on Queen's Road Central,"This unit is ideally located on the affluent street of Queen's Road Central and surrounded by flagship stores, top-tier brands shops, luxury malls, galleries, hotels, restaurants, and bars. There is high foot traffic with the MTR station nearby, the bus stops, and all the office towers around.

The unit offers a large space on three levels, perfect for retail activities. 
However, this location is not suitable for F&B businesses because of the difficulty to get a license here.","This unit is ideally located on the affluent street of Queen's Road Central and surrounded by flagship stores, top-tier brands shops, luxury malls, galleries, hotels, restaurants, and bars. There is high foot traffic with the MTR station nearby, the bus stops, and all the office towers around.",Central,Hong Kong,,Boutique / Shop,,Street Level;Toilets,Art Opening;Pop-Up Store,hong-kong
82,13187,30,365.0,,38333.0,,,,,Retail Space in Sheung Wan,Retail Space in Sheung Wan,"This classic pop-up store is in the creative area of Sheung Wan. It is an ideal location for brands to host a Pop-Up Store.

This compact pop-up store has a welcoming frontage with an inviting window display filling the venue with a lustrous natural light. There are fantastic interiors with white walls, polished concrete floors and nice windows. The venue has a creative atmosphere with an intense edge. This venue offers basic amenities including electricity and toilets, which can accommodate a variety of pop-up stores.

Located close to trendy shops and innovative businesses, this location is great for brands to curate their ideal pop-up retail experience in a hip setting.",This classic pop-up store is in the creative area of Sheung Wan.,Sheung Wan,Hong Kong,,Boutique / Shop,,Electricity;Street Level;Window Display;Toilets,Pop-Up Store,hong-kong
83,23993,365,,,90000.0,,,,,Spacious Boutique for rent in Causeway Bay,Spacious Boutique in Causeway Bay,"This shop is located in the prime shopping area of Causeway Bay. Facing Lee Theater and on the street level, it benefits from a high footfall.

The size is 800 sq ft with a welcoming frontage and a large window display. Nicely decorated, you will be seduced by its modern features and adaptable floor plan.

The shop also offers 2 fitting rooms and 1 washroom.

This prime location is available starting from 10 days only!",This shop is located in the prime shopping area of Causeway Bay.,Causeway Bay,Hong Kong,,Boutique / Shop,,Electricity;Stock Room;Street Level;Toilets,Product Launch;Pop-Up Store,hong-kong
84,26208,365,,,56720.0,,,,,Office Unit with Unique View for Rent in Central,Office Unit with Unique View for Rent in Central,Splendid office space in Central with a unique view of a Heritage building.,,Central,Hong Kong,,Office Space,,Air Conditioning;Electricity;Toilets;Stunning View;Elevator,Office,hong-kong
85,26362,1,3.0,3000.0,,5000.0,,,,Dynamic open plan studio space,Dynamic open plan studio space,"Key Selling Point 
Spacious, well lit, open plan event space
Located in heart of one of Hong Kong’s most creative communities 
Quick access to MTR (10 minutes from Admiralty) 
Accessible outdoor balcony  


This 576 sq ft open plan studio space is able to accommodate a diverse range of events: from talks, workshops, exhibitions, photography shoots and yoga mornings. Located in the thriving creative community of Wong Chuk Hang, our studio is a meer 10-minute MTR ride from Admiralty. Surrounded by a plethora of trendy restaurants, venues and innovative small businesses our dynamic space aims to support the next generations of Hong Kong creatives.","This 576 sq ft open plan studio space is able to accommodate a diverse range of events: from talks, workshops, exhibitions, photography shoots and yoga mornings.",Wong Chuk Hang,Hong Kong,,Creative Space,,Air Conditioning;Furniture;Counters;Electricity;Handicap Accessible;Heating;Lighting;Internet;Office Equipment;Toilets;Stunning View;Bathroom;Elevator;Raw;Whitebox / Minimal;Industrial,Private Sale;Art Opening;Late Night Event (after 10pm);Fashion Showroom;Conference;Meeting;Photo Shooting,hong-kong
86,26452,365,,,150000.0,,,,,Flagship store for rent in Canton Road,Flagship store for rent in Canton Road,"This unit offers a nice frontage on Canton Road, great visibility, and high foot traffic.

The leasing terms are negotiable.","This unit offers a nice frontage on Canton Road, great visibility, and high foot traffic.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Electricity;Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
87,26466,365,,,458333.0,,,,,Prime retail space for lease in Central,Prime retail space for lease in Central,"This flagship store premises are located in the core of Central, in one of the high streets with 24 hours bustling flow of people.

It is surrounded by restaurants, coffee shops, and stands at the center of a hub of international brands.

The unit offers an efficient layout with excellent exposure.

Only 3 minutes walk to Central MTR station.

Subject to availability and approval by the landlord.","This flagship store premises are located in the core of Central, in one of the high streets with 24 hours bustling flow of people.",Central,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
88,26687,365,,,70048.0,,,,,Comfortable office floor for rent in Tsim Sha Tsui,Comfortable office floor for rent in Tsim Sha Tsui,"This office space is ready to move in and in good condition. 

Its location close to Tsim Sha Tsui MTR station and K11 Art Mall is ideal.","This office space is ready to move in and in good condition. 

Its location close to Tsim Sha Tsui MTR station and K11 Art Mall is ideal.",Tsim Sha Tsui,Hong Kong,,Office Space,,Air Conditioning;Electricity,Office,hong-kong
90,26604,365,,,21666.0,,,,,Affordable retail shop in busy Sheung Wan,Affordable retail shop in busy Sheung Wan,"This decent size retail space is well located in one of the most frequented streets of Sheung Wan.

It can accommodate all kinds of retail businesses but not suitable for F&B.

Surrounded by offices, restaurants, and bars. The neighborhood is very lively.

A visit is a must before this opportunity is no longer on the market.",This decent size retail space is well located in one of the most frequented streets of Sheung Wan.,Sheung Wan,Hong Kong,,Boutique / Shop,,Electricity;Ground Floor,Pop-Up Store,hong-kong
93,26852,365,,,291666.0,,,,,Food and beverage commercial unit for rent,Food and beverage commercial unit for rent,"Located in one of the most affluent streets of Central, Hong Kong, this unit is ideal to set up a restaurant or a bar. 

It boasts a large ground floor of 1,500 sq ft and a cockloft of 1,200 sq ft.

It is surrounded by many F&B options, shops, office towers, galleries, etc.","Located in one of the most affluent streets of Central, Hong Kong, this unit is ideal to set up a restaurant or a bar.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Late Night Event (after 10pm);Food & Beverage,hong-kong
94,9060,30,365.0,,59500.0,,,,,Top Pop-Up Space in Lan Kwai Fong,Top Pop-Up Space in Lan Kwai Fong,"Nestled in the lively and vibrant area of Central, this 1000 square feet empty space is available to rent for all kinds of pop-up events.

It is an intersection of two busy roads in Central, very close to Lan Kwai Fong, so it definitely attracts people from different walks of life.

It is equipped with white walls. a big window, allowing abundant natural lights to create a fresh environment.","Nestled in the lively and vibrant area of Central, this 1000 square feet empty space is available to rent for all kinds of pop-up events.",Central,Hong Kong,,Boutique / Shop,,Electricity;Lighting,Pop-Up Store,hong-kong
95,27018,365,,,160000.0,,,,,F&B unit for rent in Wan Chai,F&B unit for rent in Wan Chai,"Immediately available, this unit is ideal to open a restaurant or a bar.

It is located in an affluent area of Wan Chai and is surrounded by hotels, office towers, restaurants, and bars.","Immediately available, this unit is ideal to open a restaurant or a bar.

It is located in an affluent area of Wan Chai and is surrounded by hotels, office towers, restaurants, and bars.",Wan Chai,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Food & Beverage,hong-kong
96,27161,365,,,35833.0,,,,,上環辦公室出租 光線充足 配有傢俬和Pantry食品儲藏櫃,上環辦公室出租 光線充足 配有傢俬和Pantry食品儲藏櫃,"這個辦公室位於上環的荷李活道, 交通方便, 光線十分充足。

在這個區域能夠找到各種高品質辦公室, 附近越有購物商場。","這個辦公室位於上環的荷李活道, 交通方便, 光線十分充足。

在這個區域能夠找到各種高品質辦公室, 附近越有購物商場。",Sheung Wan,Hong Kong,,Office Space,,Air Conditioning;Electricity;Toilets;Stunning View;Elevator;Multiple Rooms,Office,hong-kong
97,9007,30,365.0,,301608.0,,,,,尖沙咀商業區頂級Pop-Up快閃店出租,尖沙咀商業區頂級Pop-Up快閃店出租,"這個商舖位置優越，位於尖沙咀，人流量極高，可出租用於任何類型的Pop-Up快閃活動。

它分佈在商業大廈的地下和一樓。 一樓的店面面對兩條馬路，附近有很多不同種類的商店，旁邊有一個大型購物中心。

位於一樓的空間寬敞，面積為2554平方尺, 設有洗手間和大窗戶，自然光線充足。 一樓設有專屬樓梯連接地下商舖。","這個商舖位置優越，位於尖沙咀，人流量極高，可出租用於任何類型的Pop-Up快閃活動。

它分佈在商業大廈的地下和一樓。 一樓的店面面對兩條馬路，附近有很多不同種類的商店，旁邊有一個大型購物中心。

位於一樓的空間寬敞，面積為2554平方尺, 設有洗手間和大窗戶，自然光線充足。 一樓設有專屬樓梯連接地下商舖。",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Heating;Lighting;Window Display;Toilets;Ground Floor,Art Opening;Pop-Up Store,hong-kong
